# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	island1_angle (rad)	island2_angle (rad)	roundness ()	size (m)	islands_distance (m)	islands_angle (rad)	Cell_size (m)
0	0.5057848	0.4967913	0	-4.2830476e-19	-1.0904723e-18	1.5707964	0	0.49	5e-08	1e-07	0	2e-09
0	0.99937934	-4.7822457e-09	0	-4.343333e-19	-1.090523e-18	0	0	0.49	5e-08	1.02e-07	0	2e-09
0	0.50540495	0.49696726	0	-4.2829884e-19	-1.0904786e-18	1.5707964	0	0.49	5e-08	1.02e-07	0	2e-09
0	0.9993795	-9.844008e-09	0	-4.3396873e-19	-1.090523e-18	0	0	0.49	5e-08	1.04e-07	0	2e-09
0	0.5050645	0.4971253	0	-4.2829342e-19	-1.0904837e-18	1.5707964	0	0.49	5e-08	1.04e-07	0	2e-09
0	0.9993795	-5.3537392e-09	0	-4.3363307e-19	-1.090523e-18	0	0	0.49	5e-08	1.06e-07	0	2e-09
0	0.5047488	0.49727207	0	-4.2828897e-19	-1.0904881e-18	1.5707964	0	0.49	5e-08	1.06e-07	0	2e-09
0	0.99937963	-5.3635545e-09	0	-4.333238e-19	-1.090523e-18	0	0	0.49	5e-08	1.08e-07	0	2e-09
0	0.50445443	0.4974093	0	-4.2828494e-19	-1.090492e-18	1.5707964	0	0.49	5e-08	1.08e-07	0	2e-09
0	0.9993795	-8.0937665e-09	0	-4.3303825e-19	-1.0905231e-18	0	0	0.49	5e-08	1.1e-07	0	2e-09
0	0.5041715	0.49754184	0	-4.2828142e-19	-1.0904955e-18	1.5707964	0	0.49	5e-08	1.1e-07	0	2e-09
0	0.99937963	-6.0846634e-09	0	-4.3277394e-19	-1.0905231e-18	0	0	0.49	5e-08	1.12e-07	0	2e-09
0	0.50393486	0.49765247	0	-4.2827863e-19	-1.0904985e-18	1.5707964	0	0.49	5e-08	1.12e-07	0	2e-09
0	0.99937963	-6.7172663e-09	0	-4.325291e-19	-1.0905231e-18	0	0	0.49	5e-08	1.14e-07	0	2e-09
0	0.50370437	0.4977606	0	-4.282762e-19	-1.090501e-18	1.5707964	0	0.49	5e-08	1.14e-07	0	2e-09
0	0.9993798	-7.120709e-09	0	-4.3230196e-19	-1.0905233e-18	0	0	0.49	5e-08	1.16e-07	0	2e-09
0	0.50348985	0.49786144	0	-4.2827374e-19	-1.0905033e-18	1.5707964	0	0.49	5e-08	1.16e-07	0	2e-09
0	0.9993797	-5.879486e-09	0	-4.3209085e-19	-1.0905233e-18	0	0	0.49	5e-08	1.18e-07	0	2e-09
0	0.50328434	0.49795827	0	-4.2827188e-19	-1.0905054e-18	1.5707964	0	0.49	5e-08	1.18e-07	0	2e-09
0	0.9993797	-5.2853752e-09	0	-4.318942e-19	-1.0905233e-18	0	0	0.49	5e-08	1.2e-07	0	2e-09
0	0.50310457	0.49804303	0	-4.2827015e-19	-1.0905071e-18	1.5707964	0	0.49	5e-08	1.2e-07	0	2e-09
0	0.9993798	-6.5984613e-09	0	-4.317111e-19	-1.0905233e-18	0	0	0.49	5e-08	1.22e-07	0	2e-09
0	0.50293267	0.4981243	0	-4.2826834e-19	-1.0905086e-18	1.5707964	0	0.49	5e-08	1.22e-07	0	2e-09
0	0.9993798	-5.893227e-09	0	-4.315402e-19	-1.0905233e-18	0	0	0.49	5e-08	1.24e-07	0	2e-09
0	0.50277054	0.49820098	0	-4.2826708e-19	-1.09051e-18	1.5707964	0	0.49	5e-08	1.24e-07	0	2e-09
0	0.9993798	-5.9170393e-09	0	-4.313805e-19	-1.0905233e-18	0	0	0.49	5e-08	1.26e-07	0	2e-09
0	0.502621	0.4982719	0	-4.28266e-19	-1.0905114e-18	1.5707964	0	0.49	5e-08	1.26e-07	0	2e-09
0	0.9993798	-4.8550266e-09	0	-4.3123107e-19	-1.0905233e-18	0	0	0.49	5e-08	1.28e-07	0	2e-09
0	0.50247884	0.49833944	0	-4.2826465e-19	-1.0905123e-18	1.5707964	0	0.49	5e-08	1.28e-07	0	2e-09
0	0.9993798	-3.729387e-09	0	-4.3109115e-19	-1.0905233e-18	0	0	0.49	5e-08	1.3e-07	0	2e-09
0	0.5023485	0.4984013	0	-4.2826371e-19	-1.0905134e-18	1.5707964	0	0.49	5e-08	1.3e-07	0	2e-09
0	0.9993798	-7.549329e-09	0	-4.309598e-19	-1.0905233e-18	0	0	0.49	5e-08	1.32e-07	0	2e-09
0	0.5022173	0.49846387	0	-4.282628e-19	-1.0905143e-18	1.5707964	0	0.49	5e-08	1.32e-07	0	2e-09
0	0.9993798	-6.384066e-09	0	-4.3083658e-19	-1.0905233e-18	0	0	0.49	5e-08	1.34e-07	0	2e-09
0	0.50210845	0.49851573	0	-4.282621e-19	-1.090515e-18	1.5707964	0	0.49	5e-08	1.34e-07	0	2e-09
0	0.9993798	-4.726556e-09	0	-4.3072098e-19	-1.0905233e-18	0	0	0.49	5e-08	1.36e-07	0	2e-09
0	0.50200063	0.4985672	0	-4.2826152e-19	-1.0905158e-18	1.5707964	0	0.49	5e-08	1.36e-07	0	2e-09
0	0.9993798	-5.4110934e-09	0	-4.306121e-19	-1.0905233e-18	0	0	0.49	5e-08	1.38e-07	0	2e-09
0	0.5019008	0.49861482	0	-4.2826082e-19	-1.0905164e-18	1.5707964	0	0.49	5e-08	1.38e-07	0	2e-09
0	0.9993798	-6.034735e-09	0	-4.3050956e-19	-1.0905234e-18	0	0	0.49	5e-08	1.4e-07	0	2e-09
0	0.50178844	0.49866873	0	-4.282604e-19	-1.0905171e-18	1.5707964	0	0.49	5e-08	1.4e-07	0	2e-09
0	0.9993798	-5.062189e-09	0	-4.3041314e-19	-1.0905233e-18	0	0	0.49	5e-08	1.42e-07	0	2e-09
0	0.5017114	0.49870548	0	-4.2825984e-19	-1.0905176e-18	1.5707964	0	0.49	5e-08	1.42e-07	0	2e-09
0	0.9993798	-5.288917e-09	0	-4.3032195e-19	-1.0905234e-18	0	0	0.49	5e-08	1.44e-07	0	2e-09
0	0.5016181	0.4987503	0	-4.2825935e-19	-1.090518e-18	1.5707964	0	0.49	5e-08	1.44e-07	0	2e-09
0	0.9993798	-4.5289315e-09	0	-4.3023587e-19	-1.0905233e-18	0	0	0.49	5e-08	1.46e-07	0	2e-09
0	0.50154495	0.49878538	0	-4.2825886e-19	-1.0905184e-18	1.5707964	0	0.49	5e-08	1.46e-07	0	2e-09
0	0.9993798	-4.8375943e-09	0	-4.3015468e-19	-1.0905233e-18	0	0	0.49	5e-08	1.48e-07	0	2e-09
0	0.50146794	0.49882233	0	-4.2825844e-19	-1.0905187e-18	1.5707964	0	0.49	5e-08	1.48e-07	0	2e-09
0	0.9993798	-5.9033836e-09	0	-4.3007785e-19	-1.0905233e-18	0	0	0.49	5e-08	1.5e-07	0	2e-09
0	0.5013955	0.4988572	0	-4.2825829e-19	-1.0905192e-18	1.5707964	0	0.49	5e-08	1.5e-07	0	2e-09
0	0.9993798	-2.910191e-09	0	-4.3000503e-19	-1.0905233e-18	0	0	0.49	5e-08	1.52e-07	0	2e-09
0	0.501327	0.49889022	0	-4.2825795e-19	-1.0905194e-18	1.5707964	0	0.49	5e-08	1.52e-07	0	2e-09
0	0.9993798	-6.4127432e-09	0	-4.29936e-19	-1.0905233e-18	0	0	0.49	5e-08	1.54e-07	0	2e-09
0	0.50126165	0.49892163	0	-4.2825772e-19	-1.0905198e-18	1.5707964	0	0.49	5e-08	1.54e-07	0	2e-09
0	0.9993798	-6.0445924e-09	0	-4.2987075e-19	-1.0905233e-18	0	0	0.49	5e-08	1.56e-07	0	2e-09
0	0.5012001	0.49895135	0	-4.2825733e-19	-1.09052e-18	1.5707964	0	0.49	5e-08	1.56e-07	0	2e-09
0	0.9993798	-4.787708e-09	0	-4.298089e-19	-1.0905233e-18	0	0	0.49	5e-08	1.58e-07	0	2e-09
0	0.5011442	0.49897835	0	-4.282571e-19	-1.0905202e-18	1.5707964	0	0.49	5e-08	1.58e-07	0	2e-09
0	0.9993798	-4.5224877e-09	0	-4.2974995e-19	-1.0905233e-18	0	0	0.49	5e-08	1.6e-07	0	2e-09
0	0.50108564	0.4990066	0	-4.2825692e-19	-1.0905204e-18	1.5707964	0	0.49	5e-08	1.6e-07	0	2e-09
0	0.9993798	-6.7254597e-09	0	-4.2969414e-19	-1.0905233e-18	0	0	0.49	5e-08	1.62e-07	0	2e-09
0	0.50103426	0.4990314	0	-4.2825666e-19	-1.0905207e-18	1.5707964	0	0.49	5e-08	1.62e-07	0	2e-09
0	0.9993798	-7.1780843e-09	0	-4.2964118e-19	-1.0905233e-18	0	0	0.49	5e-08	1.64e-07	0	2e-09
0	0.50098586	0.49905482	0	-4.282565e-19	-1.0905209e-18	1.5707964	0	0.49	5e-08	1.64e-07	0	2e-09
0	0.9993798	-4.721478e-09	0	-4.2959056e-19	-1.0905233e-18	0	0	0.49	5e-08	1.66e-07	0	2e-09
0	0.5009384	0.49907786	0	-4.2825635e-19	-1.090521e-18	1.5707964	0	0.49	5e-08	1.66e-07	0	2e-09
0	0.9993798	-8.064641e-09	0	-4.2954248e-19	-1.0905233e-18	0	0	0.49	5e-08	1.68e-07	0	2e-09
0	0.5008928	0.4990999	0	-4.2825606e-19	-1.090521e-18	1.5707964	0	0.49	5e-08	1.68e-07	0	2e-09
0	0.9993798	-4.0468833e-09	0	-4.2949676e-19	-1.0905233e-18	0	0	0.49	5e-08	1.7e-07	0	2e-09
0	0.50085	0.49912062	0	-4.2825604e-19	-1.0905213e-18	1.5707964	0	0.49	5e-08	1.7e-07	0	2e-09
0	0.9993798	-5.123725e-09	0	-4.2945312e-19	-1.0905233e-18	0	0	0.49	5e-08	1.72e-07	0	2e-09
0	0.5008083	0.49914086	0	-4.2825588e-19	-1.0905213e-18	1.5707964	0	0.49	5e-08	1.72e-07	0	2e-09
0	0.9993798	-5.7238103e-09	0	-4.2941148e-19	-1.0905233e-18	0	0	0.49	5e-08	1.74e-07	0	2e-09
0	0.50077206	0.49915847	0	-4.2825599e-19	-1.0905214e-18	1.5707964	0	0.49	5e-08	1.74e-07	0	2e-09
0	0.9993798	-6.8581234e-09	0	-4.293718e-19	-1.0905233e-18	0	0	0.49	5e-08	1.76e-07	0	2e-09
0	0.5007151	0.4991863	0	-4.2825575e-19	-1.0905217e-18	1.5707964	0	0.49	5e-08	1.76e-07	0	2e-09
0	0.9993798	-3.240511e-09	0	-4.293338e-19	-1.0905231e-18	0	0	0.49	5e-08	1.78e-07	0	2e-09
0	0.5006966	0.4991951	0	-4.282558e-19	-1.0905217e-18	1.5707964	0	0.49	5e-08	1.78e-07	0	2e-09
0	0.9993797	-6.154297e-09	0	-4.2929782e-19	-1.0905233e-18	0	0	0.49	5e-08	1.8e-07	0	2e-09
0	0.50066555	0.49921027	0	-4.2825562e-19	-1.0905218e-18	1.5707964	0	0.49	5e-08	1.8e-07	0	2e-09
0	0.9993798	-3.9854324e-09	0	-4.2926318e-19	-1.0905233e-18	0	0	0.49	5e-08	1.82e-07	0	2e-09
0	0.5006305	0.49922734	0	-4.2825547e-19	-1.0905219e-18	1.5707964	0	0.49	5e-08	1.82e-07	0	2e-09
0	0.9993798	-5.6105742e-09	0	-4.2923012e-19	-1.0905231e-18	0	0	0.49	5e-08	1.84e-07	0	2e-09
0	0.50059986	0.49924216	0	-4.2825534e-19	-1.0905219e-18	1.5707964	0	0.49	5e-08	1.84e-07	0	2e-09
0	0.9993797	-5.1605102e-09	0	-4.2919856e-19	-1.0905233e-18	0	0	0.49	5e-08	1.86e-07	0	2e-09
0	0.50056946	0.49925703	0	-4.2825531e-19	-1.090522e-18	1.5707964	0	0.49	5e-08	1.86e-07	0	2e-09
0	0.9993798	-5.3670215e-09	0	-4.2916834e-19	-1.0905231e-18	0	0	0.49	5e-08	1.88e-07	0	2e-09
0	0.50054204	0.4992704	0	-4.2825524e-19	-1.090522e-18	1.5707964	0	0.49	5e-08	1.88e-07	0	2e-09
0	0.9993798	-5.6842087e-09	0	-4.2913926e-19	-1.0905231e-18	0	0	0.49	5e-08	1.9e-07	0	2e-09
0	0.50051403	0.499284	0	-4.2825537e-19	-1.0905221e-18	1.5707964	0	0.49	5e-08	1.9e-07	0	2e-09
0	0.9993797	-5.565398e-09	0	-4.2911137e-19	-1.0905233e-18	0	0	0.49	5e-08	1.92e-07	0	2e-09
0	0.50048614	0.4992976	0	-4.282553e-19	-1.0905223e-18	1.5707964	0	0.49	5e-08	1.92e-07	0	2e-09
0	0.9993798	-6.3396848e-09	0	-4.2908477e-19	-1.0905233e-18	0	0	0.49	5e-08	1.94e-07	0	2e-09
0	0.5004508	0.49931496	0	-4.2825508e-19	-1.0905223e-18	1.5707964	0	0.49	5e-08	1.94e-07	0	2e-09
0	0.9993798	-4.347502e-09	0	-4.290594e-19	-1.0905232e-18	0	0	0.49	5e-08	1.96e-07	0	2e-09
0	0.50043964	0.49932033	0	-4.2825508e-19	-1.0905222e-18	1.5707964	0	0.49	5e-08	1.96e-07	0	2e-09
0	0.9993797	-4.2653756e-09	0	-4.2903475e-19	-1.0905233e-18	0	0	0.49	5e-08	1.98e-07	0	2e-09
0	0.50041753	0.49933118	0	-4.2825495e-19	-1.0905223e-18	1.5707964	0	0.49	5e-08	1.98e-07	0	2e-09
0	0.9993797	-4.391195e-09	0	-4.2901146e-19	-1.0905233e-18	0	0	0.49	5e-08	2e-07	0	2e-09
0	0.5003941	0.49934256	0	-4.2825493e-19	-1.0905223e-18	1.5707964	0	0.49	5e-08	2e-07	0	2e-09

